Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34
0,0,0,-10,-60,-40,-20,-50,-10,-30,0,-10,50,60,40,30,10,170,100,0,0,630,0,-290,-420,-110,-130,-200,10,-10,-71,-107,-1.3,-0.5
-10,-10,20,50,50,40,-30,10,-100,-20,20,20,-10,0,60,70,60,200,0,0,0,0,0,-280,-250,-90,-150,-220,-340,-90,71,197,1,0
-60,-60,-50,-30,-50,-50,-30,-40,100,50,20,20,-20,-50,-80,-110,-60,320,0,0,0,0,0,-650,-30,-110,-130,-30,-60,-30,-123,19,-0.4,-0.9
-30,20,-10,-50,-10,-10,10,-110,-120,-40,-50,-90,-90,-10,-120,-90,110,120,0,0,0,0,0,-980,10,130,50,-10,-20,-60,363,177,0.4,0.7
-30,-40,-50,-20,-70,-30,-40,40,80,-10,-30,70,90,-30,-20,-50,510,0,0,0,0,0,-630,-260,80,-10,10,-40,50,-110,-313,-310,-0.5,3.1
0,-50,-40,-50,-10,-40,50,150,0,40,80,40,30,-50,-90,430,90,0,0,0,0,0,-1080,40,-10,0,-10,40,-30,30,43,550,-0.2,-3.7
30,60,0,20,50,60,10,-70,40,10,-70,-120,-90,30,420,360,0,0,0,0,0,-330,-470,30,20,0,140,80,120,140,380,-20,0.5,0.6
-20,10,60,70,60,50,0,0,-100,-40,10,40,10,460,400,0,0,0,0,0,0,-1300,20,-20,60,190,60,40,20,-120,-260,-70,-0.6,0.7
40,-10,30,10,30,10,10,20,110,70,30,90,630,190,0,0,0,0,0,0,-780,-330,-70,-70,-100,-50,140,180,-40,-10,50,30,0.3,-0.8
-20,0,-40,-10,30,-10,10,0,0,280,580,520,0,0,0,-820,0,0,0,-540,-950,-40,-50,-20,-40,-130,-230,-220,-30,40,280,80,0,-0.4
90,50,80,60,50,90,540,550,550,260,0,0,0,0,0,820,0,0,-380,-1090,-70,30,-60,-30,70,40,70,80,60,-40,-200,-110,2.1,0.9
-20,30,20,40,10,50,0,0,0,0,0,0,0,-720,0,0,-500,-710,-1070,30,-50,-190,-50,-40,-80,-100,-100,-40,-90,-20,-80,110,-2.9,0
0,10,10,10,-20,-100,0,0,0,0,0,0,0,0,-720,0,-330,-630,-90,40,-70,-70,-70,-10,-50,-60,-50,-50,50,80,-50,-379,0.8,-0.2
10,50,80,70,70,150,0,0,0,0,0,0,-40,720,10,-860,-190,110,120,-230,-110,-50,-10,-60,60,70,10,10,-10,110,30,131,-0.9,0.3
60,-10,20,30,60,-50,0,-10,0,0,0,0,-40,-620,-30,-100,-90,-70,-130,50,-20,80,100,90,-30,-10,-20,-20,-30,-30,-100,-164,0,-1.1
