timestamp,0,1,Fill PT?,Supply PT?,RTD?,5,Tank PT,RTD 2?,Tank PT 2
3763233528.871,-68829.302411,1.240596,-110.99354,-0.000373,-69.26566,-2.106315,-108.644048,5.031278,1.878222
3763233528.902,-68201.005885,1.230801,-110.976018,-0.000373,-71.70277,-2.08436,-108.626522,5.033568,1.856341
3763233528.93,-67403.057351,1.224166,-110.940972,-0.000373,-77.811374,-2.012177,-108.32857,5.042179,1.850495
3763233528.962,-68826.619806,1.240596,-110.888404,-0.000294,-75.263484,-2.057193,-108.556415,5.036886,1.871428
3763233528.992,-68274.094225,1.231354,-110.958495,-0.000373,-65.26184,-2.119188,-108.556415,5.027407,1.830431
3763233529.022,-67948.88148,1.228273,-110.976018,-0.000294,-67.113406,-2.100866,-108.801787,5.026381,1.869296
3763233529.058,-68307.621729,1.238147,-110.976018,-0.000373,-69.170712,-2.096838,-108.573942,5.030646,1.87996
3763233529.091,-68085.669042,1.230169,-110.940972,-0.000294,-70.484218,-2.069829,-108.679101,5.026775,1.925459
3763233529.119,-68152.055931,1.228826,-111.046108,-0.000294,-68.885851,-2.09518,-108.591468,5.032226,1.842596
3763233529.148,-67509.005075,1.219031,-110.958495,-0.000373,-76.513694,-2.01352,-108.591468,5.044075,1.847889
3763233529.178,-68257.998593,1.230959,-110.92345,-0.000294,-73.554343,-2.03429,-108.591468,5.037755,1.833907
3763233529.21,-68141.99363,1.228905,-110.958495,-0.000452,-69.930326,-2.061063,-108.538889,5.035701,1.886595
3763233529.248,-67244.135765,1.217925,-110.92345,-0.000373,-71.228013,-2.052533,-108.573942,5.041626,1.960769
3763233529.285,-68769.627097,1.240438,-110.976018,-0.000373,-68.205359,-2.131271,-108.468782,5.035464,1.956266
3763233529.328,-67238.775616,1.217846,-110.976018,-0.000373,-68.142056,-2.073304,-108.679101,5.025985,1.958794
3763233529.357,-68151.382749,1.237199,-110.976018,-0.000294,-70.341787,-2.083965,-108.573942,5.02954,1.912346
3763233529.387,-68873.560337,1.24107,-110.976018,-0.000373,-70.579172,-2.100787,-108.749208,5.030251,1.885647
3763233529.415,-67436.584856,1.218794,-110.976018,-0.000373,-75.516695,-2.039345,-108.714154,5.040046,1.827667
3763233529.442,-68015.263307,1.228115,-110.92345,-0.000373,-74.693773,-2.021575,-108.591468,5.038229,1.821742
3763233529.475,-68822.595898,1.240438,-110.940972,-0.000373,-67.556519,-2.094706,-108.591468,5.0327,1.864872
3763233529.508,-67533.143461,1.219347,-110.940972,-0.000294,-66.417089,-2.079543,-108.608995,5.029777,1.886911
3763233529.54,-67995.81695,1.228115,-110.958495,-0.000373,-68.07876,-2.072198,-108.714154,5.03033,1.901998
3763233529.573,-68230.509481,1.231038,-110.958495,-0.000294,-67.58817,-2.087361,-108.626522,5.02796,1.893151
3763233529.605,-68124.561757,1.228984,-110.940972,-0.000373,-67.635647,-2.096996,-108.644048,5.026696,1.879802
3763233529.642,-68025.993728,1.228747,-110.958495,-0.000452,-69.234009,-2.081517,-108.819314,5.026775,1.890624
3763233529.675,-68112.490034,1.230327,-110.940972,-0.000373,-73.22201,-2.033263,-108.626522,5.034753,1.940152
3763233529.71,-68152.055931,1.228747,-110.958495,-0.000373,-69.313137,-2.062563,-108.556415,5.035227,1.901288
3763233529.753,-67085.219241,1.21911,-111.028586,-0.000373,-65.182712,-2.111606,-108.696628,5.031831,2.027438
3763233529.79,-68771.63652,1.240438,-110.976018,-0.000373,-69.518871,-2.100155,-108.573942,5.030172,1.939836
3763233529.825,-67244.808947,1.217767,-110.958495,-0.000373,-70.246834,-2.03587,-108.731681,5.030409,1.940231
3763233529.868,-68532.925142,1.239174,-111.028586,-0.000373,-69.059933,-2.10979,-108.468782,5.031989,2.04608
3763233529.898,-68646.242439,1.233171,-110.976018,-0.000373,-76.244657,-2.05506,-108.363623,5.042021,1.866294
3763233529.929,-67370.197967,1.218399,-110.870882,-0.000373,-75.247659,-2.020706,-108.573942,5.038229,1.857763
3763233529.96,-68789.741575,1.240438,-110.870882,-0.000294,-73.665123,-2.065722,-108.679101,5.036175,1.891572
3763233529.993,-68243.249326,1.230801,-110.92345,-0.000294,-69.677122,-2.074804,-108.661575,5.036412,1.880276
3763233530.023,-67374.895057,1.218478,-110.976018,-0.000373,-63.141234,-2.121478,-108.556415,5.03112,1.829168
3763233530.054,-68299.573914,1.237989,-110.976018,-0.000294,-68.901676,-2.099602,-108.573942,5.03033,1.892993
3763233530.085,-68181.559527,1.230801,-111.011063,-0.000373,-69.439743,-2.093284,-108.661575,5.033174,1.870007
3763233530.114,-68011.912582,1.228273,-110.940972,-0.000373,-77.304959,-2.025919,-108.626522,5.043206,1.828457
3763233530.142,-68074.270501,1.228826,-110.958495,-0.000373,-69.249835,-2.062563,-108.486309,5.032621,1.815186
3763233530.174,-68227.153694,1.23088,-110.958495,-0.000294,-66.93933,-2.089809,-108.363623,5.029619,1.881776
3763233530.209,-68085.669042,1.228589,-110.940972,-0.000452,-71.038105,-2.050085,-108.451256,5.035227,1.922536
3763233530.237,-67558.62315,1.219663,-110.976018,-0.000373,-63.964154,-2.111133,-108.451256,5.030646,1.835882
3763233530.269,-68180.886345,1.231038,-111.011063,-0.000373,-68.822554,-2.088546,-108.644048,5.031594,1.884146
3763233530.301,-68939.942164,1.240754,-110.958495,-0.000373,-76.466217,-2.074725,-108.731681,5.040362,1.838726
3763233530.335,-67262.24082,1.217846,-111.011063,-0.000452,-69.48722,-2.079937,-108.679101,5.032147,1.92222
3763233530.368,-68699.889483,1.239648,-110.99354,-0.000294,-72.414913,-2.090994,-108.416203,5.032147,1.902235
3763233530.399,-68837.350227,1.23712,-110.99354,-0.000373,-74.472213,-2.083097,-108.644048,5.036097,1.878538
3763233530.429,-67401.042867,1.218399,-110.888404,-0.000452,-77.668943,-2.004754,-108.521362,5.037439,1.840384
3763233530.462,-68746.824952,1.240359,-110.905927,-0.000373,-74.883675,-2.06667,-108.608995,5.039098,1.906027
3763233530.493,-68258.671775,1.231038,-110.870882,-0.000294,-72.747246,-2.063748,-108.486309,5.037834,1.882645
3763233530.522,-67382.942873,1.218557,-110.958495,-0.000373,-63.489393,-2.112554,-108.468782,5.026222,1.823638
3763233530.556,-68212.404426,1.237515,-110.976018,-0.000373,-68.790903,-2.099918,-108.451256,5.031989,1.880118
3763233530.589,-68125.90306,1.230327,-110.976018,-0.000373,-69.392266,-2.085782,-108.766734,5.030014,1.895126
3763233530.615,-67911.330068,1.227483,-110.976018,-0.000373,-75.310961,-2.056324,-108.644048,5.037755,1.833986
3763233530.643,-68089.69295,1.228589,-110.888404,-0.000373,-75.833202,-2.017626,-108.451256,5.037123,1.820004
3763233530.673,-68213.072547,1.230801,-110.958495,-0.000452,-65.704946,-2.115397,-108.644048,5.026617,1.8298
3763233530.704,-68455.139712,1.230169,-110.976018,-0.000373,-68.854199,-2.093916,-108.591468,5.026933,1.881065
3763233530.735,-67996.490132,1.224798,-111.028586,-0.000373,-69.313137,-2.080727,-108.714154,5.031989,1.864635
3763233530.763,-68168.819683,1.230564,-110.940972,-0.000373,-78.112056,-2.022049,-108.556415,5.042969,1.829563
3763233530.795,-68969.44576,1.241228,-110.888404,-0.000373,-75.342613,-2.057825,-108.556415,5.037992,1.864161
3763233530.829,-67442.618187,1.218557,-110.905927,-0.000373,-72.08258,-2.055534,-108.679101,5.039256,1.909108
3763233530.857,-67898.590224,1.229142,-110.940972,-0.000373,-65.325137,-2.112554,-108.591468,5.02567,1.822058
3763233530.885,-68916.471898,1.240991,-111.028586,-0.000373,-68.680123,-2.117214,-108.661575,5.033016,1.847415
3763233530.919,-67382.269691,1.21832,-111.028586,-0.000373,-69.503045,-2.076068,-108.608995,5.031673,1.87996
3763233530.948,-67507.663773,1.225982,-110.958495,-0.000373,-77.33661,-2.013283,-108.521362,5.043127,1.854524
3763233530.98,-68912.44799,1.24107,-110.92345,-0.000294,-75.643294,-2.059404,-108.451256,5.041626,1.880671
3763233531.01,-67602.207894,1.219347,-110.958495,-0.000373,-68.775077,-2.05435,-108.433729,5.034042,1.837225
3763233531.046,-67894.566316,1.227641,-110.940972,-0.000373,-72.351617,-2.060115,-108.538889,5.040915,1.967799
3763233531.082,-68258.671775,1.231196,-110.958495,-0.000373,-72.066755,-2.073462,-108.608995,5.044706,1.920404
3763233531.115,-67411.773288,1.225272,-110.99354,-0.000373,-70.753249,-2.085782,-108.433729,5.03973,1.923089
3763233531.144,-68048.790812,1.228589,-110.888404,-0.000373,-74.408917,-2.03508,-108.468782,5.036412,1.841332
3763233531.176,-68177.535619,1.230643,-110.870882,-0.000373,-71.576171,-2.059799,-108.608995,5.037676,1.894099
3763233531.208,-68280.127556,1.229695,-110.958495,-0.000373,-64.438917,-2.115792,-108.731681,5.028592,1.855314
3763233531.235,-68111.148731,1.228984,-111.028586,-0.000452,-66.243013,-2.115476,-108.591468,5.033016,1.842991
3763233531.269,-68170.160986,1.230959,-111.028586,-0.000373,-69.692947,-2.089809,-108.696628,5.03191,1.89165
3763233531.298,-68922.510291,1.240912,-110.976018,-0.000294,-77.384087,-2.057272,-108.521362,5.042258,1.837304
3763233531.329,-67679.320142,1.2199,-110.888404,-0.000373,-75.453392,-2.027814,-108.608995,5.037992,1.856657
3763233531.359,-68003.864766,1.229537,-110.940972,-0.000373,-69.455568,-2.061457,-108.696628,5.035149,1.861791
3763233531.393,-68813.879961,1.240201,-110.870882,-0.000373,-72.019278,-2.072356,-108.573942,5.037518,1.914242
3763233531.42,-67477.486994,1.218873,-110.99354,-0.000294,-62.524045,-2.1244,-108.644048,5.030883,1.819452
3763233531.454,-67620.981069,1.231433,-111.011063,-0.000373,-68.870025,-2.092416,-108.608995,5.033253,1.87522
3763233531.482,-68917.14508,1.240596,-110.976018,-0.000373,-75.92815,-2.072198,-108.608995,5.039493,1.844334
3763233531.51,-67516.379709,1.219268,-110.888404,-0.000294,-74.503865,-2.019127,-108.486309,5.036571,1.82269
3763233531.544,-67925.411215,1.227957,-110.888404,-0.000373,-71.766073,-2.0489,-108.521362,5.037755,1.897891
3763233531.576,-68882.276273,1.240754,-110.958495,-0.000373,-65.166886,-2.137194,-108.591468,5.027249,1.850258
3763233531.604,-67936.809757,1.220927,-110.99354,-0.000373,-66.337967,-2.102287,-108.749208,5.028987,1.862897
3763233531.632,-68109.807428,1.228589,-110.976018,-0.000373,-75.089408,-2.060984,-108.661575,5.039572,1.82664
3763233531.66,-68819.913292,1.23791,-110.888404,-0.000373,-76.292134,-2.03508,-108.626522,5.038071,1.805549
3763233531.692,-68229.836299,1.230959,-110.958495,-0.000373,-66.986807,-2.088783,-108.608995,5.033331,1.862818
3763233531.724,-67996.490132,1.227957,-110.958495,-0.000294,-66.844376,-2.083491,-108.608995,5.031515,1.893467
3763233531.756,-67852.990995,1.228826,-110.940972,-0.000373,-66.29049,-2.103472,-108.644048,5.026696,1.874983
3763233531.788,-68360.59053,1.238147,-110.976018,-0.000373,-68.870025,-2.102287,-108.451256,5.028829,1.875062
3763233531.816,-68156.747959,1.228905,-110.976018,-0.000294,-75.310961,-2.058851,-108.468782,5.03973,1.819688
3763233531.849,-67339.353068,1.218241,-110.976018,-0.000452,-74.282311,-2.034369,-108.468782,5.042258,1.892519
3763233531.878,-68815.221264,1.240201,-110.870882,-0.000294,-76.276309,-2.049453,-108.679101,5.038624,1.861949
3763233531.91,-68177.535619,1.228984,-110.870882,-0.000373,-71.955981,-2.060194,-108.644048,5.036334,1.876563
3763233531.945,-67304.484261,1.218004,-110.958495,-0.000373,-66.923504,-2.062642,-108.679101,5.033648,1.876168
3763233531.974,-68899.708146,1.240754,-110.940972,-0.000373,-65.689121,-2.131903,-108.679101,5.025907,1.862976
3763233532.001,-68418.929603,1.231512,-110.99354,-0.000452,-68.23701,-2.111685,-108.521362,5.032068,1.829484
3763233532.029,-67327.954526,1.218004,-110.92345,-0.000373,-76.608642,-2.012019,-108.468782,5.039809,1.836435
3763233532.059,-68683.125731,1.239727,-110.940972,-0.000294,-68.695949,-2.086966,-108.538889,5.031436,1.821821
3763233532.088,-68291.526098,1.231433,-110.940972,-0.000373,-66.496218,-2.111369,-108.486309,5.027249,1.866926
3763233532.117,-67426.527617,1.218557,-110.976018,-0.000294,-69.993629,-2.081438,-108.626522,5.034279,1.825297
3763233532.149,-68032.02706,1.228668,-110.976018,-0.000373,-74.915326,-2.057193,-108.521362,5.036649,1.881302
3763233532.181,-68202.347187,1.230564,-110.958495,-0.000373,-75.437567,-2.05277,-108.556415,5.040599,1.883514
3763233532.21,-67969.664079,1.228115,-110.888404,-0.000373,-74.931152,-2.028367,-108.644048,5.03815,1.832169
3763233532.241,-68021.296638,1.228194,-110.940972,-0.000294,-67.778072,-2.07204,-108.538889,5.033253,1.862739
3763233532.273,-68180.886345,1.230643,-110.958495,-0.000373,-66.037279,-2.097944,-108.538889,5.02954,1.881065
3763233532.307,-68536.943989,1.23088,-110.958495,-0.000373,-66.606997,-2.11129,-108.608995,5.026459,1.873482
3763233532.335,-67834.21782,1.220611,-111.011063,-0.000373,-69.423917,-2.086019,-108.591468,5.0327,1.839279
3763233532.367,-68186.924738,1.230485,-110.976018,-0.000373,-74.266486,-2.06975,-108.521362,5.03578,1.881618
3763233532.396,-68926.534199,1.24107,-110.888404,-0.000294,-78.602645,-2.036422,-108.468782,5.037439,1.830826
3763233532.431,-67329.295829,1.21832,-110.905927,-0.000294,-72.873851,-2.046294,-108.591468,5.038071,1.906185
3763233532.462,-68247.941354,1.237989,-110.870882,-0.000373,-73.158707,-2.060352,-108.679101,5.036412,1.879881
3763233532.489,-69008.338475,1.241307,-110.958495,-0.000373,-65.451742,-2.128902,-108.538889,5.029619,1.845993
3763233532.517,-67484.193507,1.219031,-111.028586,-0.000373,-66.322141,-2.110264,-108.679101,5.033253,1.813606
3763233532.55,-67909.988765,1.22772,-110.976018,-0.000373,-75.374264,-2.050164,-108.661575,5.038624,1.866136
3763233532.578,-68925.861017,1.240754,-110.888404,-0.000373,-77.494867,-2.046689,-108.311043,5.038703,1.844097
3763233532.611,-67412.44647,1.218241,-110.870882,-0.000373,-72.683949,-2.04124,-108.468782,5.037597,1.884857
3763233532.643,-68003.864766,1.228115,-110.92345,-0.000373,-70.594992,-2.057825,-108.661575,5.036649,1.884383
3763233532.676,-68299.573914,1.231117,-110.940972,-0.000373,-67.255837,-2.085466,-108.591468,5.03349,1.879091
3763233532.704,-68114.504518,1.221796,-110.976018,-0.000373,-63.85338,-2.119504,-108.644048,5.030172,1.844808
3763233532.731,-68102.432794,1.228589,-110.958495,-0.000294,-74.757075,-2.065011,-108.608995,5.03973,1.827746
3763233532.765,-68165.463896,1.230643,-110.958495,-0.000373,-73.11123,-2.083175,-108.661575,5.036254,1.902393
3763233532.799,-68622.104053,1.239727,-110.958495,-0.000373,-76.323786,-2.067696,-108.626522,5.041231,1.879249
3763233532.829,-68014.590125,1.228668,-110.940972,-0.000373,-74.962803,-2.051033,-108.661575,5.042416,1.877827
3763233532.858,-68070.919775,1.230169,-110.905927,-0.000373,-72.288314,-2.050401,-108.679101,5.036649,1.847652
3763233532.888,-68812.538659,1.240359,-110.99354,-0.000373,-64.897856,-2.144539,-108.608995,5.031199,1.818346
3763233532.919,-68130.595088,1.228905,-110.99354,-0.000373,-69.977803,-2.105209,-108.503836,5.0327,1.84386
3763233532.95,-67374.895057,1.218478,-110.958495,-0.000373,-72.57317,-2.058851,-108.468782,5.03499,1.890308
3763233532.982,-68902.390751,1.24107,-110.976018,-0.000294,-77.526518,-2.051349,-108.591468,5.041863,1.870165
3763233533.01,-67637.744821,1.219742,-110.888404,-0.000373,-75.231833,-2.024023,-108.591468,5.036886,1.84623
3763233533.041,-67366.179121,1.218478,-110.940972,-0.000373,-66.29049,-2.066907,-108.784261,5.031594,1.854445
3763233533.069,-68906.414659,1.241149,-111.011063,-0.000373,-66.654474,-2.12827,-108.556415,5.032621,1.838568
3763233533.099,-68330.418813,1.231512,-110.976018,-0.000373,-74.978629,-2.074567,-108.714154,5.038703,1.831063
3763233533.127,-67384.279114,1.218162,-110.870882,-0.000373,-76.197186,-2.006333,-108.451256,5.036571,1.8392
3763233533.161,-68726.037292,1.24028,-110.888404,-0.000373,-73.522692,-2.065327,-108.346097,5.036649,1.892756
3763233533.193,-68181.559527,1.231117,-110.888404,-0.000373,-71.338786,-2.069908,-108.451256,5.037676,1.890308
3763233533.221,-67980.3945,1.228194,-110.976018,-0.000452,-62.951329,-2.135694,-108.468782,5.030725,1.81329
3763233533.248,-68112.490034,1.228747,-110.976018,-0.000373,-74.092409,-2.066117,-108.556415,5.039888,1.825613
3763233533.277,-68290.184795,1.231275,-110.870882,-0.000373,-75.405915,-2.032158,-108.626522,5.037755,1.821031
3763233533.306,-68328.40939,1.23009,-110.958495,-0.000294,-65.673295,-2.109553,-108.556415,5.028908,1.843939
3763233533.334,-68133.277694,1.229063,-111.028586,-0.000373,-67.857201,-2.110106,-108.521362,5.033331,1.818978
3763233533.365,-68180.886345,1.23088,-110.976018,-0.000373,-76.213012,-2.046689,-108.433729,5.043364,1.854919
3763233533.394,-68913.789293,1.240675,-110.888404,-0.000373,-76.545345,-2.057272,-108.679101,5.037676,1.856578
3763233533.423,-68116.513941,1.229221,-110.958495,-0.000452,-65.704946,-2.108763,-108.626522,5.028908,1.820715
3763233533.452,-67429.210222,1.218715,-111.028586,-0.000373,-67.619822,-2.096206,-108.538889,5.033016,1.842043
3763233533.484,-68856.123402,1.240596,-111.011063,-0.000294,-71.560345,-2.099681,-108.591468,5.033331,1.875773
3763233533.522,-67292.417599,1.21832,-110.958495,-0.000373,-70.215188,-2.05506,-108.626522,5.02567,1.949631
3763233533.552,-67474.136268,1.225824,-111.028586,-0.000373,-70.389264,-2.076226,-108.679101,5.033253,1.85879
3763233533.578,-68937.259558,1.241307,-110.92345,-0.000373,-78.301964,-2.038713,-108.503836,5.041626,1.828852
3763233533.609,-67609.582527,1.219426,-110.940972,-0.000373,-70.072757,-2.043846,-108.644048,5.036254,1.832959
3763233533.64,-67848.298967,1.227562,-110.958495,-0.000373,-66.543695,-2.080964,-108.521362,5.031436,1.880197
3763233533.669,-68926.534199,1.240912,-111.011063,-0.000373,-66.543695,-2.133088,-108.416203,5.031831,1.831379
3763233533.697,-68303.597822,1.231117,-110.958495,-0.000452,-76.133884,-2.045268,-108.398676,5.044469,1.818346
3763233533.727,-68038.060391,1.228352,-110.870882,-0.000373,-74.36144,-2.046136,-108.521362,5.037123,1.863608
3763233533.759,-68608.696088,1.239253,-110.940972,-0.000373,-66.432915,-2.115081,-108.573942,5.031041,1.838094
3763233533.793,-68118.528426,1.230643,-110.888404,-0.000373,-72.699775,-2.051901,-108.644048,5.036571,1.928224
3763233533.821,-68105.788582,1.229142,-110.976018,-0.000373,-64.154062,-2.128428,-108.486309,5.029303,1.832406
3763233533.851,-67587.458626,1.219663,-110.976018,-0.000294,-71.481217,-2.069039,-108.451256,5.036175,1.834381
3763233533.881,-68161.439988,1.230327,-110.976018,-0.000373,-76.323786,-2.036896,-108.486309,5.042495,1.87443
3763233533.909,-68241.908023,1.229537,-110.870882,-0.000215,-75.026105,-2.034843,-108.503836,5.037676,1.840542
3763233533.938,-67488.885536,1.219031,-110.99354,-0.000373,-64.343964,-2.106868,-108.608995,5.026933,1.829642
3763233533.966,-68204.356611,1.230722,-110.958495,-0.000373,-72.604821,-2.080885,-108.503836,5.03578,1.831853
3763233533.996,-68960.056642,1.24107,-110.905927,-0.000294,-78.159533,-2.043214,-108.521362,5.037834,1.829563
3763233534.026,-67370.871149,1.218004,-110.92345,-0.000373,-70.848203,-2.041082,-108.503836,5.036728,1.860133
3763233534.057,-68376.686162,1.238384,-110.940972,-0.000373,-69.313137,-2.078279,-108.661575,5.034595,1.891809
3763233534.086,-68950.672585,1.240991,-111.011063,-0.000373,-64.074933,-2.158754,-108.679101,5.032858,1.815028
3763233534.116,-67423.171829,1.218478,-110.99354,-0.000373,-74.108235,-2.048347,-108.661575,5.041547,1.830747
3763233534.144,-67829.52073,1.227562,-110.888404,-0.000373,-75.92815,-2.031921,-108.714154,5.038545,1.863687
3763233534.176,-68925.192896,1.240912,-110.870882,-0.000373,-73.443563,-2.07283,-108.451256,5.037597,1.875141
3763233534.205,-68217.096455,1.22227,-110.976018,-0.000373,-63.36279,-2.130955,-108.644048,5.029145,1.813369
3763233534.236,-68032.69518,1.228273,-110.958495,-0.000373,-71.465391,-2.087519,-108.556415,5.03586,1.840464
3763233534.262,-68864.8444,1.237436,-110.976018,-0.000373,-76.940975,-2.052296,-108.661575,5.042179,1.865978
3763233534.293,-68284.819585,1.231354,-110.958495,-0.000373,-72.30414,-2.050717,-108.696628,5.036175,1.820636
3763233534.329,-67956.924235,1.228194,-110.870882,-0.000373,-73.063753,-2.054113,-108.608995,5.038466,1.932963
3763233534.362,-68102.432794,1.230169,-110.92345,-0.000373,-71.43374,-2.076305,-108.416203,5.041942,1.935965
3763233534.394,-68685.808336,1.239885,-110.92345,-0.000373,-72.668124,-2.086019,-108.433729,5.040599,1.894731
3763233534.426,-68065.554564,1.228589,-110.870882,-0.000373,-72.399088,-2.065959,-108.573942,5.038229,1.875852
3763233534.458,-68001.18216,1.229695,-110.870882,-0.000373,-70.911505,-2.065564,-108.433729,5.036254,1.886911
3763233534.489,-68917.813201,1.241228,-110.976018,-0.000294,-64.059108,-2.154016,-108.538889,5.030409,1.82111
3763233534.518,-67931.444546,1.221085,-111.046108,-0.000373,-67.841375,-2.100076,-108.626522,5.033331,1.853576
3763233534.545,-67393.668233,1.218715,-110.940972,-0.000294,-76.719421,-2.01123,-108.468782,5.043917,1.843228
3763233534.573,-68993.584146,1.241544,-110.958495,-0.000294,-70.02528,-2.077884,-108.784261,5.032779,1.828615
3763233534.602,-68867.521944,1.233724,-111.028586,-0.000294,-65.483393,-2.131034,-108.608995,5.033805,1.804996
3763233534.63,-67421.162406,1.218715,-110.958495,-0.000373,-75.595817,-2.023234,-108.538889,5.044232,1.833117
3763233534.663,-68791.082878,1.240596,-110.958495,-0.000373,-74.962803,-2.065564,-108.608995,5.043048,1.896153
3763233534.691,-68514.146906,1.232302,-110.958495,-0.000373,-66.591172,-2.106315,-108.679101,5.029619,1.805707
3763233534.718,-67439.935582,1.218715,-111.046108,-0.000452,-66.638649,-2.100155,-108.486309,5.033253,1.81882
3763233534.748,-68068.90529,1.228589,-110.976018,-0.000373,-75.65912,-2.051033,-108.346097,5.039414,1.864635
3763233534.78,-68249.955839,1.230722,-110.976018,-0.000373,-75.421741,-2.049453,-108.573942,5.042653,1.886516
3763233534.813,-67745.033848,1.227246,-110.958495,-0.000294,-73.98163,-2.050559,-108.591468,5.044865,1.900893
3763233534.846,-68021.969821,1.228352,-110.92345,-0.000373,-73.775896,-2.05277,-108.573942,5.042969,1.894336
3763233534.878,-68154.065354,1.230564,-110.92345,-0.000373,-72.905503,-2.066038,-108.608995,5.042416,1.902393
3763233534.906,-68488.667217,1.230564,-110.976018,-0.000373,-65.863203,-2.110185,-108.556415,5.028276,1.813053
3763233534.934,-68068.90529,1.228352,-110.976018,-0.000373,-69.518871,-2.107895,-108.626522,5.034516,1.806102
3763233534.96,-68168.819683,1.230564,-110.888404,-0.000294,-77.795548,-2.027103,-108.556415,5.037834,1.829247
3763233534.992,-68919.154503,1.240912,-110.888404,-0.000373,-73.364441,-2.070461,-108.556415,5.037755,1.869691
3763233535.021,-68129.253786,1.228036,-110.99354,-0.000373,-63.267839,-2.135694,-108.591468,5.030725,1.80784
3763233535.053,-67331.978434,1.22543,-110.99354,-0.000373,-68.379441,-2.085387,-108.661575,5.031989,1.892914
3763233535.082,-68972.801547,1.240912,-110.976018,-0.000294,-76.68777,-2.066828,-108.591468,5.041468,1.829563
3763233535.11,-67657.191179,1.2199,-110.888404,-0.000452,-75.643294,-2.025761,-108.644048,5.038782,1.846151
3763233535.144,-67361.482031,1.21832,-110.870882,-0.000373,-72.778897,-2.02734,-108.538889,5.036491,1.8862
3763233535.181,-68707.264117,1.240122,-110.976018,-0.000373,-68.395267,-2.129692,-108.556415,5.036965,1.97396
3763233535.216,-67355.4487,1.218241,-110.976018,-0.000373,-72.050929,-2.070145,-108.521362,5.036412,1.898918
3763233535.248,-67999.840858,1.228589,-110.99354,-0.000373,-74.852023,-2.059325,-108.573942,5.037518,1.903104
3763233535.283,-68225.144271,1.230801,-110.958495,-0.000373,-75.485044,-2.053639,-108.503836,5.042574,1.888254
3763233535.314,-67398.365323,1.225824,-110.976018,-0.000373,-71.955981,-2.079069,-108.521362,5.036254,1.917639
3763233535.346,-68043.425601,1.228747,-110.92345,-0.000373,-76.719421,-2.026708,-108.468782,5.039809,1.868427
3763233535.378,-68181.559527,1.230643,-110.905927,-0.000373,-74.25066,-2.052375,-108.573942,5.038782,1.889755
3763233535.411,-68095.726281,1.228747,-110.888404,-0.000373,-72.984631,-2.05893,-108.503836,5.037518,1.895126
